"model_id","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CADPH-FluCAT_Ensemble",0.350574738488242,35.8854876069167,0.283440301457082,42.989437244058,0.8,1,20
"CEPH-Rtrend_fluH",0.37937049350688,13.4347441471572,0.327816156991662,18.1634615384615,0.703846153846154,0.965384615384615,1040
"CFA_Pyrenew-Pyrenew_HE_Flu",0.48736986043108,15.8537485974755,0.459112939784446,23.5469208211144,0.434017595307918,0.829912023460411,488
"CFA_Pyrenew-Pyrenew_H_Flu",0.448335681642601,14.3657592630371,0.443114046122954,22.3064516129032,0.524926686217009,0.941348973607038,488
"CMU-TimeSeries",0.406671205304853,14.2991259005181,0.339367545730891,18.6760911669168,0.713461538461538,0.992307692307692,1040
"CMU-climate_baseline",0.729351706625012,25.5368543315085,0.659546326624769,36.3566843011053,0.842307692307692,1,1040
"CU-ensemble",0.426869099844962,15.1993160535117,0.351492783586328,20.0038461538462,0.786538461538462,0.982692307692308,1040
"FluSight-baseline",1,36.4927658862876,1,58.0461538461538,0.353846153846154,0.986538461538462,1040
"FluSight-ensemble",0.375803409016008,13.4228018394649,0.319055391259348,18.2076923076923,0.776923076923077,0.978846153846154,1040
"FluSight-lop_norm",0.422126557579112,15.0442023411371,0.309311731984132,17.6115384615385,0.826923076923077,0.998076923076923,1040
"FluSight-trained_mean",0.362349942192589,12.8146122895105,0.301774717102683,16.7954084712446,0.748076923076923,0.976923076923077,1040
"FluSight-trained_med",0.392549525126676,13.8683277111635,0.315868665613976,17.639644351279,0.821153846153846,0.992307692307692,1040
"Gatech-ensemble_point",0.718388296282781,25.2103837792642,0.746551552318803,41.3423076923077,0.359615384615385,0.940384615384615,1040
"Gatech-ensemble_prob",0.561010401728608,19.83547909699,0.562648136581511,31.4384615384615,0.461538461538462,0.95,1040
"ISU_NiemiLab-GPE",0.472663597051009,16.9629563989007,0.41701577160441,23.8370570074568,0.7,0.973076923076923,1040
"JHUAPL-DMD",0.59957225769207,20.7200340486842,0.374614248105873,20.7524789476865,0.873076923076923,0.996153846153846,1040
"JHU_CSSE-CSSE_Ensemble",0.605590603652731,21.6504626514939,0.653926040691905,37.3135620915033,0.537254901960784,0.907843137254902,816
"LUcompUncertLab-chimera",0.539168951583468,18.6277286956522,0.527349971033582,28.5,0.534,0.982,950
"LosAlamos_NAU-CModel_Flu",1.30229507427344,46.4780754055184,1.31797685295113,73.9663461538462,0.188461538461538,0.786538461538462,1040
"MIGHTE-Joint",0.562494320560005,20.2181112040134,0.500647226018555,28.6557692307692,0.551923076923077,0.913461538461538,832
"MIGHTE-Nsemble",0.560849018628985,20.2503210702341,0.491993221278918,28.2576923076923,0.565384615384615,0.905769230769231,1040
"MOBS-GLEAM_FLUH",0.521457235630165,15.941136858345,0.49509512445291,23.7311311827957,0.286021505376344,0.720430107526882,940
"NEU_ISI-AdaptiveEnsemble",0.415077927827238,14.9767086956522,0.411096453338973,23.212,0.392,0.814,1000
"NEU_ISI-FluBcast",0.423554033267801,12.7698988178722,0.402307808107033,18.9516129032258,0.419354838709677,0.841013824884793,888
"NIH-Flu_ARIMA",0.413647853223749,15.0820501672241,0.387526617295611,22.2942307692308,0.278846153846154,0.773076923076923,1040
"OHT_JHU-nbxd",0.435292697735867,12.3695672519509,0.391477076262313,17.0305769230769,0.669871794871795,0.980769230769231,624
"PSI-PROF",0.430879637178468,15.1689017976589,0.375729797790968,20.9090961538462,0.676923076923077,0.973076923076923,1040
"PSI-PROF_beta",0.465591599304868,16.3027285117057,0.434907392982216,23.9604615384615,0.844230769230769,0.994230769230769,1040
"SigSci-TSENS",0.651959432573658,23.010179662235,0.65626800026615,36.7520661157025,0.700413223140496,0.977272727272727,976
"Stevens-ILIForecast",1.39026136577119,39.3568450390189,0.938431946655952,40.7051282051282,0.032051282051282,0.0480769230769231,624
"UGA_CEID-Walk",1.07172885902469,38.795349312709,1.01796183484984,58.7525788461538,0.748076923076923,0.988461538461539,1040
"UGA_flucast-Copycat",0.470526065086617,17.0512056856187,0.481874882771334,27.6788461538462,0.423076923076923,0.928846153846154,1040
"UGA_flucast-INFLAenza",0.508658771020265,18.4283185583081,0.490534608739854,28.452519379845,0.48062015503876,0.930232558139535,1036
"UGA_flucast-Scenariocast",0.367952096697697,13.0404071906355,0.346419387938334,19.2826923076923,0.517307692307692,0.888461538461538,1040
"UI_CompEpi-EpiGen",0.721395622014942,26.142394349044,0.534668941708174,31.6218487394958,0.820728291316527,0.988795518207283,816
"UM-DeepOutbreak",1.36763348847133,48.3572203973664,0.784639000280317,44.9653098430485,0.969230769230769,0.996153846153846,1040
"UMass-AR2",0.575947873235765,21.6907712075429,0.575503035689844,34.3191464842835,0.47008547008547,0.955128205128205,832
"UMass-flusion",0.355082308305539,13.1088964254288,0.349356043102131,20.2664850783103,0.527777777777778,0.957264957264957,832
"UMass-trends_ensemble",0.511205724846269,18.5047178093645,0.459073943059433,26.6423076923077,0.742307692307692,0.942307692307692,1040
"UNC_IDD-InfluPaint",0.445088016112627,12.3918330101427,0.407924846283618,17.2941588962857,0.137254901960784,0.581699346405229,816
"UVAFluX-CESGCN",0.70951389324794,25.258633060923,0.602635940905792,33.8210747746321,0.219230769230769,0.478846153846154,1040
"UVAFluX-Ensemble",0.616805745833091,22.2043085284281,0.607869961725617,34.6365384615385,0.632692307692308,0.934615384615385,1040
"UVAFluX-OptimWISE",0.526263018020208,18.9810203942238,0.49801519899549,28.516443721397,0.648076923076923,0.938461538461538,1040
"VTSanghani-PRIME",0.43031768545692,15.1520100334448,0.314753736772294,17.5653846153846,0.848076923076923,0.971153846153846,1040
"fjordhest-ensemble",0.463034652316567,16.4907159250784,0.435200601147748,24.6789083820663,0.670565302144249,0.966861598440546,1024
