"model_id","location","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CEPH-Rtrend_fluH","US",0.576104494423424,0.691151512520503,297.56497826087,0.483076751590395,2.76482994617198,5.11707642409064,537.4,0.839016933692496,0.6,1,20
"CFA_Pyrenew-Pyrenew_HE_Flu","US",0.292975434263546,0.228136114052968,127.167593695652,0.116743069815962,1.07984276288428,1.44527141639737,165.35,0.162987923281969,0.8,1,10
"CFA_Pyrenew-Pyrenew_H_Flu","US",0.29091572096841,0.219066950987502,124.105507826087,0.109226583819854,1.26078682980078,1.53878986625785,187.6,0.166727778659635,0.9,1,10
"CMU-TimeSeries","US",0.259346689597162,0.197825463645206,130.962352781275,0.131546865388426,0.91182337868072,0.980717148373203,171.202055996445,0.150674606704758,0.85,1,20
"CU-ARNB_Net","US",0.391256474263312,0.354324964577263,198.697586956522,0.238661390768654,1.78063696148857,2.31787445106225,338.8,0.364048654492591,1,1,20
"CU-ensemble","US",0.776445631222656,2.34534662323207,391.76347826087,1.6384629488937,2.705753762068,10.5842545320958,508.6,1.70363551009414,0.25,0.8,20
"Cornell_JHU-hierarchSIR","US",0.239977528494022,0.171353245902091,122.886695652174,0.115470947814408,1.07748950543759,1.2147644920454,204.95,0.189756557665269,0.4,0.95,20
"DMAPRIME-DLM","US",0.165142555671405,0.110386606390597,84.2640869565217,0.0742540885033403,0.679337287324594,0.72628601974571,129.3,0.113647411603435,0.45,0.95,20
"Epistorm-Ensemble_Flu","US",0.269556754069057,0.202474711190332,136.710749438332,0.135387643248835,0.770837328834192,0.874552584760725,146.862494879819,0.136881035773106,1,1,20
"FluSight-HJudge_ensemble","US",0.217382502886138,0.15788794535348,110.298391304348,0.10562898611302,0.612949369443595,0.650825808006794,116.05,0.100902720970434,1,1,20
"FluSight-baseline","US",1,1,518.886673913044,0.681045722754371,1,1,196.4,0.161741001826197,1,1,20
"FluSight-ensemble","US",0.217139080237848,0.155029603345095,110.307847826087,0.103854333591474,0.474642657559459,0.487198767754552,89.9,0.0755308432032927,1,1,20
"FluSight-lop_norm","US",0.246500740184259,0.196556803899149,125.462586956522,0.132220549095572,0.447618014176079,0.456602793943568,85.3,0.0712540911827631,1,1,20
"FluSight-trained_mean","US",0.187322691407593,0.130620307618424,95.9788096782934,0.0883202217016681,0.604417327545115,0.661200449782125,118.594846804381,0.106699903034767,0.9,1,20
"FluSight-trained_med","US",0.213585448339616,0.149949068043031,108.513392102314,0.100572962163843,0.428642327911132,0.443069704662926,82.2988602871008,0.0697655351039112,1,1,20
"Gatech-ensemble_stat","US",0.805961433286583,0.81790026781997,417.531677071933,0.562367714163922,0.894331156960186,1.22891140727143,179.527098734568,0.207618740878479,1,1,20
"LUcompUncertLab-puca","US",0.647573282709214,1.03057148818576,322.390923913043,0.621349869966215,1.0244225891844,1.10965918388699,200.5,0.160256173596589,1,1,8
"LosAlamos-DoSiDo","US",0.190091542994898,0.156393031008371,100.880380434783,0.106300764698669,0.659230766670433,0.685001242088518,131.3125,0.107358515166651,0.8125,1,16
"LosAlamos-ThinMint","US",0.574148847263796,0.472716372867879,300.327635869565,0.314583994282862,0.715853119548375,0.762030833960405,141.625,0.118948841797073,1,1,16
"LosAlamos_NAU-CModel_Flu","US",0.282788765295932,0.222374364468396,144.6055,0.150532709029882,1.25798956150079,1.54433699704949,239.3,0.24248149549787,0.15,1,20
"MIGHTE-Joint","US",0.46750394336907,0.335705751482272,239.440740233093,0.224123692489343,0.734366311076196,0.826332617629431,139.440113292798,0.128680381715447,1,1,20
"MIGHTE-Nsemble","US",0.285982892220725,0.205685486450795,144.60014006083,0.13780385013407,0.854247516321507,1.01401330713677,164.252753182685,0.16069818984126,0.9,1,20
"MOBS-EpyStrain_Flu","US",0.289002541370856,0.211630003989991,140.763295194508,0.134317638636287,1.21778469492242,1.32050959749005,214.157894736842,0.188817555238519,0.842105263157895,1,19
"MOBS-GLEAM_RL_FLUH","US",0.203881478984541,0.130752233357243,105.037513232125,0.0888987871103189,0.639978966603798,0.694675915291479,126.548394636624,0.113491064438391,0.85,1,20
"NAU-FourCAT","US",0.255214246426271,0.224388427816678,129.597760869565,0.150394654897085,0.649156612063594,0.684427698670369,125.5,0.108994349847906,1,1,20
"NAU-epymorph","US",0.574608776492709,0.33973004117432,298.565891304348,0.232794618457739,2.08501068882218,1.93380058655885,403.9,0.307697465062376,0.05,0.2,20
"NAU-vulPES","US",0.204653574672989,0.140223702627886,104.064891304348,0.0939551694292482,0.344047230411489,0.36021920155276,66.15,0.0571437467493463,1,1,20
"NEU_ISI-AdaptiveEnsemble","US",0.32859062705729,0.196878838146766,165.759923273657,0.124484368090941,1.55722866213117,1.51614550740385,291.764705882353,0.220672820589959,0.235294117647059,1,17
"NEU_ISI-FluBcast","US",0.464685115478818,0.352637966883957,233.680891304348,0.233276888560005,1.88091969935834,2.31058274524812,352.75,0.355569093573762,0,0.35,20
"NIH-Flu_ARIMA","US",0.235076202538992,0.168506179508717,123.595991847826,0.112033311571007,0.742561295949175,0.798163692965656,148.25,0.125123513933285,0.8125,1,16
"NU-PGF_FLUH","US",0.292242569700117,0.262296237727729,150.156760869565,0.179910212131917,1.3639985599184,1.89258600433737,262.95,0.303603551839608,0.5,1,20
"OHT_JHU-nbxd","US",0.343540868708936,0.277161397958037,173.490833913043,0.184665965062178,1.44589134686413,1.70868892940994,273.4475,0.265361083093304,0.85,1,20
"PSI-PROF","US",0.152893420874522,0.105718497476067,78.5074697826087,0.0717542723254681,0.585117517707409,0.609957889058716,113.0415,0.096852572116735,0.85,1,20
"PSI-PROF_MOA","US",0.167404116262157,0.111061295054598,86.3261910869565,0.075594880202211,0.628748318603363,0.650368799270328,122.2535,0.104346448797515,0.65,1,20
