"model_id","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CADPH-FluCAT_Ensemble",0.465173657598861,0.462644552103615,21.8136056800309,0.118840797022987,1.30222990226504,1.02424302358643,30.7441951901742,0.177360321122175,1,1,16
"CEPH-Rtrend_fluH",0.63213065917686,0.923390153059504,7.7820614548495,0.481628841518771,1.6205234256481,1.54687711229105,12.7134615384615,0.794867429111224,0.551923076923077,0.955769230769231,1040
"CFA_Pyrenew-Pyrenew_HE_Flu",0.510413786941528,0.634163553846584,5.67652733540373,0.296521892046109,1.16596275418798,1.02605847003194,8.25,0.468792182015029,0.548571428571429,0.922857142857143,350
"CFA_Pyrenew-Pyrenew_H_Flu",0.591403870944489,0.717357185748126,6.39614015771526,0.329758468458901,1.32450126307565,1.16986275746615,9.10294117647059,0.520636383781236,0.603921568627451,0.956862745098039,510
"CMU-TimeSeries",0.371147514278374,0.55032574133892,4.56157606124652,0.289350815573025,0.915592739346181,0.861173804578478,7.08371177166505,0.443324733724783,0.452884615384615,0.913461538461538,1040
"CU-ARNB_Net",0.466863430736816,0.627453183850198,5.78210242474916,0.327742305866794,1.19353069541872,1.00183628892589,9.41442307692308,0.517799808350902,0.644230769230769,0.978846153846154,1040
"CU-ensemble",0.732797573399386,1.4866591197002,8.93600585284281,0.753277672582758,1.5160157565251,1.82431139170154,11.6980769230769,0.909767887685445,0.573076923076923,0.788461538461538,1040
"Cornell_JHU-hierarchSIR",0.5640093880089,1.18205187739995,7.18745359531773,0.644416188725558,1.35837944416998,2.01019436936017,11.0980769230769,1.09183925502468,0.413461538461538,0.891346153846154,1040
"DMAPRIME-DLM",0.547297079411824,0.758649812102655,3.56208695652174,0.377041776184765,1.45439270125405,1.2285534813544,5.5,0.55966841765998,0.4,0.8,20
"DMAPRIME-QR",0.855197651976551,0.929524983897261,5.53158695652174,0.456260330809055,2.24524560762504,1.49613933446871,8.45,0.675266252973049,0.25,0.65,20
"Epistorm-Ensemble_Flu",0.362466953303831,0.523292527639542,4.40760114179453,0.273628425074929,0.798513630845682,0.789418961280592,6.17004982217298,0.407478861975847,0.666023166023166,0.975868725868726,1036
"FluSight-HJudge_ensemble",0.341375786705611,0.510273699157025,4.20975877926421,0.268557649392588,0.776426257463291,0.795114608283916,6.0875,0.414325607811543,0.703846153846154,0.988461538461539,1040
"FluSight-baseline",1,1,12.2303185618729,0.517772122277352,1,1,7.79807692307692,0.521074466067433,0.934615384615385,1,1040
"FluSight-ensemble",0.353334146298949,0.5259993818581,4.34958904682274,0.276852496593311,0.755873865161839,0.796789369330711,5.96826923076923,0.418746394697317,0.772115384615385,0.996153846153846,1040
"FluSight-lop_norm",0.389015390943189,0.566630255662902,4.77273829431438,0.297070014992651,0.768503706115534,0.794209370183586,6.05576923076923,0.41599287332152,0.827884615384615,1,1040
"FluSight-trained_mean",0.355820817283506,0.536026257259415,4.41717887140031,0.283538618485086,0.826355738428854,0.846421995784439,6.53659627029636,0.443084485179149,0.545192307692308,0.9125,1040
"FluSight-trained_med",0.346943929486063,0.529123841884743,4.29041953083758,0.279669206540961,0.741499726190633,0.815947383878277,5.88416618346722,0.432040026877042,0.667307692307692,0.995192307692308,1040
"Gatech-ensemble_prob",0.528254596742826,0.728820682925038,6.67993739130435,0.3766411310919,0.975118051751542,1.05386168928625,7.921,0.546505942716336,0.822,1,1000
"Gatech-ensemble_stat",0.690039208181444,0.838305747004814,8.45353310752698,0.438342892933657,0.96348613395684,1.06587321378609,7.61751114057817,0.565816691782981,0.855769230769231,0.999038461538462,1040
"Google_SAI-FluEns",0.392869587973296,0.537111977237623,4.81509849122074,0.281776056181529,0.859475477373583,0.831142454537805,6.71730769230769,0.430614708046466,0.636538461538461,0.965384615384615,1040
"LUcompUncertLab-puca",0.600038888804168,0.993473805999632,7.20546153846154,0.49184313462669,1.26750734728093,1.41559771087523,9.64615384615385,0.680720183507061,0.896153846153846,0.990384615384615,520
"LosAlamos-DoSiDo",0.372915987449126,0.699003596509786,4.76679870401338,0.366252146400332,0.876808045902304,1.11537200602935,7.12620192307692,0.583222967748005,0.647836538461538,0.987980769230769,832
"LosAlamos-ThinMint",0.650817019684948,0.950380629743612,8.21548756270903,0.493180608596737,1.29484593644702,1.51229162015011,10.4879807692308,0.784066447960126,0.740384615384615,0.966346153846154,832
"LosAlamos_NAU-CModel_Flu",0.528207243890876,0.748629301697239,6.60814548494983,0.395400435689584,1.08936571937058,0.997772767928124,8.59326923076923,0.518774852175649,0.310576923076923,0.642307692307692,1040
