"model_id","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CEPH-Rtrend_fluH",0.571236134583458,0.727776132749134,285.276811594203,0.529731330562211,2.97316478924873,5.6246059118531,510.5,0.911698563578499,0.666666666666667,1,12
"CFA_Pyrenew-Pyrenew_HE_Flu",0.316364560383169,0.262345259349688,130.959141666667,0.13981646562194,1.65454000993641,2.11906008706697,219.5,0.232952569794842,0.666666666666667,1,6
"CFA_Pyrenew-Pyrenew_H_Flu",0.296920723899906,0.232282356355669,119.58983115942,0.119284935916621,1.70494107996409,2.00890294246031,217.833333333333,0.210405390330185,0.833333333333333,1,6
"CMU-TimeSeries",0.214142710462373,0.167339937133053,103.824358766554,0.114277302547837,0.612182864368282,0.646081194016855,98.5226880123467,0.0944707877963381,1,1,12
"CU-ARNB_Net",0.362221405138487,0.339795700992758,177.131195652174,0.23604769142679,1.84527717534492,2.38639711829415,308.166666666667,0.365998417509514,1,1,12
"CU-ensemble",0.974077118991318,3.40604212473659,482.78615942029,2.52727587247628,3.38402330423965,15.9042963289863,565.75,2.576618518886,0.25,0.666666666666667,12
"Cornell_JHU-hierarchSIR",0.137830809975218,0.102423809255119,66.7779347826087,0.070041128681571,0.714063025719948,0.795148129020767,117.666666666667,0.119766152833753,0.666666666666667,1,12
"DMAPRIME-DLM",0.140326724350706,0.097698089155827,69.7440942028986,0.0684946208535452,0.613858683342387,0.655271127643395,103.666666666667,0.101337351077659,0.5,0.916666666666667,12
"Epistorm-Ensemble_Flu",0.245119052693504,0.182818530819648,119.312974725419,0.125320088918865,0.589128051651254,0.637396150939344,96.2983419454717,0.0949153808774656,1,1,12
"FluSight-HJudge_ensemble",0.188989802650226,0.138360902985945,92.2347463768116,0.095148464315668,0.423190480315105,0.444368621943452,68.5833333333333,0.0655849067331475,1,1,12
"FluSight-baseline",1,1,504.206884057971,0.707075415897067,1,1,175.666666666667,0.160813408901196,1,1,12
"FluSight-ensemble",0.19707001463616,0.141922935448218,96.4950362318841,0.0979183808690524,0.328233821938163,0.339544737895,53.25,0.0502083612619223,1,1,12
"FluSight-lop_norm",0.2257271278711,0.180563104991936,110.957753623188,0.12537441550203,0.280371086233237,0.289969729339598,45.6666666666667,0.0430604271440316,1,1,12
"FluSight-trained_mean",0.126398762112914,0.0849564651382989,61.7320430330271,0.0584771553775885,0.298335955154538,0.318044802101278,50.3906040250491,0.049035532191592,1,1,12
"FluSight-trained_med",0.188076916651777,0.132298022082354,92.0851035906854,0.0914342623556347,0.270042386756278,0.290028181603311,45.6974743878778,0.0448761741342549,1,1,12
"Gatech-ensemble_stat",0.81158511556211,0.733393585898961,409.103600416075,0.522754342861407,0.359558331302788,0.380682050153888,60.5360222662117,0.0586973483504993,1,1,12
"LUcompUncertLab-puca",0.796873634456408,1.29100832373549,308.992717391304,0.61761864749815,0.896622690169628,0.963442099209271,93.5,0.0799445856033849,1,1,4
"LosAlamos-DoSiDo",0.140282816781477,0.0934244558855882,70.9647282608696,0.0634147324191872,0.596371464601826,0.617439557713809,104.125,0.0938564808155752,0.75,1,8
"LosAlamos-ThinMint",0.589951118679071,0.426738153011921,295.944456521739,0.286666587943758,0.955678324179203,0.945301968080314,165.625,0.142465777225907,1,1,8
